Date,Time,Headlines,Description,Company,Ticker,headlines_polarity,description_polarity,Final_sentiment
2019-08-20,14:06:00,Cramer's lightning round: The reason investors should own Microsoft,"""Mad Money"" host Jim Cramer rings the lightning round bell, which means he's giving his answers to callers' stock questions at rapid speed.",Microsoft,MSFT,0.19999999999999998,-0.4125,1
2019-08-05,21:41:00,Cramer Remix: Why Microsoft is the best of the large-cap stocks,Jim Cramer explains that Microsoft is the one to buy of the large cap stocks due to its little China exposure and its recent quarter.,Microsoft,MSFT,1.0,-0.02455357142857143,1
2019-07-29,19:24:00,Cramer's lightning round: Red Hat's Jim Whitehurst is 'changing the culture' at IBM,Jim Cramer takes calls and delivers his thoughts about callers' stock picks of the day.,IBM,IBM,-0.1,0.0,1
2019-07-18,19:25:00,Cramer: IBM earnings prove the company paid the right price for Red Hat,"""It was a competitive situation, people, so IBM paid what they had to pay to get the job done,"" Jim Cramer says.",IBM,IBM,0.14285714285714285,0.0,1
2019-07-09,19:25:00,CEO Ginni Rometty: Red Hat's open-source software 'is a play that helps all of IBM',"IBM will unlock growth by expanding its new Red Hat subsidiary services across the globe, CEO Ginni Rometty tells Jim Cramer.",IBM,IBM,0.0,0.06818181818181818,2
2019-07-01,19:18:00,Cramer's lightning round: Why own Intel when you can own AMD?,Jim Cramer takes calls and delivers answers to viewer stock picks in rapid speed.,"AMD, Intel","AMD, INTC",0.3333333333333333,0.0,1
2019-06-11,19:17:00,Tableau CEO breaks down how the company will operate within Salesforce,"""Our engineers can't wait to pop the hood on those and check out what things that we might use on behalf of our customers,"" CEO Adam Selipsky says.",Salesforce,CRM,-0.15555555555555559,0.0,1
2019-06-10,19:22:00,Salesforce's Marc Benioff defends Tableau deal: They 'didn't want our cash',"""Tableau didn't want our cash — they wanted our equity, because they know that the real value here is in the company that we're creating together,"" Benioff tells Jim Cramer in an interview.",Salesforce,CRM,0.0,0.2,1
2019-06-07,16:17:00,"Salesforce CEO supports probing big tech, says tech must 'get the values straight'","""We are at a point in our industry where enough is enough,"" Marc Benioff says. We must ""get the values straight with these tech companies.""",Salesforce,CRM,0.1,0.06666666666666667,1
2019-06-05,09:54:00,Salesforce's Benioff: 'Massive' digital transformation is driving our growth,"The digital customer transformation ""is as big as Y2K was for the tech industry,"" CEO Marc Benioff says.",Salesforce,CRM,0.0,0.0,1
2019-05-31,19:17:00,"IBM CEO: AI-driven jobs are coming, and businesses need to prepare a new generation of workers","""We build these technologies so I think we have a responsibility … to prepare society for these technologies,"" CEO Ginni Rometty says.",IBM,IBM,0.13636363636363635,0.0,2
2019-05-19,15:25:00,"Nvidia CEO doesn't expect China to block $7 billion takeover of Mellanox, despite trade tensions",Nvidia CEO Jensen Huang tells Jim Cramer why the chipmaker won't be impacted by tariffs on Chinese imports.,Nvidia,NVDA,0.0,0.0,0
2019-05-14,18:56:00,Cramer's lightning round: We're late to the Qualcomm party — Not here,"It's that time again! ""Mad Money"" host Jim Cramer rings the lightning round bell, which means he's giving his answers to callers' stock questions at rapid speed.",Qualcomm,QCOM,-0.25,-0.4125,1
2019-05-09,20:45:00,Cramer's lightning round: Zebra Technologies is a kind of fast grower we like,"It's that time again! ""Mad Money"" host Jim Cramer rings the lightning round bell, which means he's giving his answers to callers' stock questions at rapid speed.",Zebra Technologies,ZBRA,0.19999999999999998,-0.4125,1
2019-05-01,19:49:00,"AMD CEO: With new products launching, 2019 is a 'growth year'","""As we go three to five years forward, we have a lot of things in the hopper,"" CEO Lisa Su said.",AMD,AMD,0.13636363636363635,0.0,2
2019-04-25,19:08:00,Cramer's lightning round: This stock can benefit from Intel's pullback,Jim Cramer zips through his responses to callers' favorite stock picks in the lightning round.,Intel,INTC,-0.2,0.15,1
2019-04-24,19:49:00,"Don't wait for the 'all clear' on chip sales to make a bet on Texas Instruments, Cramer says",Jim Cramer is warning investors not to miss out on easy gains by waiting until the end of the semiconductor cycle to buy Texas Instruments.,Texas Instruments,TXN,0.10000000000000002,0.43333333333333335,0
2019-04-08,21:02:00,"Cramer: Setbacks in Apple, Nvidia, McCormick have been 'terrific' buying opportunities",Jim Cramer explains why stockholders of household names should not be too quick to pull the trigger when they hit a rough patch.,Nvidia,NVDA,0.0,0.11666666666666665,1
2019-03-04,22:06:00,Salesforce co-CEO Benioff says $30 billion in revenue is 'right around the corner',Salesforce co-CEO Marc Benioff tells Jim Cramer how three computing trends are driving growth at the cloud software company.,Salesforce,CRM,0.2857142857142857,0.0,1
2019-02-15,19:36:00,Cramer Remix: This single statement by Nvidia speaks volumes,Jim Cramer seconds Nvidia's call for more computing and explains why investors have reason to believe in the stock's bottom.,Nvidia,NVDA,-0.07142857142857142,0.5,1
2019-02-15,19:28:00,Cramer: Why investors can trust that Nvidia's stock is bottoming,Jim Cramer ticks down the reasons why he believes Nvidia's call that its weakest end markets are turning positive.,Nvidia,NVDA,0.0,0.03585858585858584,1
2019-01-29,19:12:00,Cramer Remix: Don't jump the gun—Nvidia's stock isn't done falling,Jim Cramer breaks down the action in the chipmaker's shares and explains how to spot a better buying opportunity.,Nvidia,NVDA,0.0,0.14814814814814814,0
2019-01-22,19:02:00,Cramer's lightning round: I'm blessing a small position in Nvidia here,"Jim Cramer tears through his responses to callers' stock questions, including one on a former Wall Street darling.",Nvidia,NVDA,-0.225,0.0,1
2019-01-10,18:50:00,"Intel has the biggest addressable market it's ever seen, says company's interim CEO",Jim Cramer sits down with Intel's interim CEO and permanent CFO Bob Swan to get his take on the technology giant's future.,Intel,INTC,0.0,-0.051851851851851864,0
2019-01-08,23:11:00,"Apple CEO Tim Cook rips into Qualcomm, leaves little chance of a settlement in patent dispute",Qualcomm and CEO Steve Mollenkopf have repeatedly said the company expects to settle the dispute with Apple outside of court.,Qualcomm,QCOM,-0.1875,0.0,0
2019-01-04,19:02:00,Cramer's lightning round: 'Do some trimming' in Qualcomm if the stock rallies,"Jim Cramer rattles off his responses to callers' stock questions, including one on a technology company with ties to China.",Qualcomm,QCOM,-0.2,0.0,1
2018-12-10,19:05:00,Cramer's lightning round: Cisco is currently the cheapest large-cap tech stock,"Jim Cramer rattles off his responses to callers' stock questions, including one on tech giant Cisco Systems.",Cisco,CSCO,-0.1,0.0,1
2018-12-07,19:42:00,"Cramer: Buy shares in cloud plays Salesforce, Splunk, VMware, Workday on downturns",Jim Cramer recommends scaling into the stocks of cloud companies with strong fundamentals when the stock market drops.,Salesforce,CRM,0.0,0.4333333333333333,1
2018-11-29,12:06:00,"We have the first-mover advantage in 5G, Qualcomm CEO says",Jim Cramer and Qualcomm CEO Steve Mollenkopf discuss the future of 5G cellular service and its effect on the cellular industry as a whole.,Qualcomm,QCOM,0.0,0.1,2
2018-11-29,19:28:00,Qualcomm CEO: We're 'on the doorstep' of a resolution with Apple,Jim Cramer gets more on the Qualcomm-Apple dispute with Qualcomm CEO Steve Mollenkopf.,Qualcomm,QCOM,0.0,0.5,0
2018-11-28,12:05:00,"Salesforce has never been stronger or in a better position than it is now, CEO says after earnings",Jim Cramer hears from Salesforce.com CEO Marc Benioff after the software giant's third-quarter earnings report.,Salesforce,CRM,0.5,0.0,2
2018-11-16,19:08:00,Cramer: Don't buy shares of Nvidia—the chipmaker is in the penalty box for now,Jim Cramer tells investors to steer clear of Nvidia's stock as it hovers near its 52-week lows.,Nvidia,NVDA,0.0,0.1,1
2018-11-14,19:27:00,Cisco CEO 'optimistic that we'll get some resolution' on US-China trade dispute,Jim Cramer hears from Cisco Systems Chairman and CEO Chuck Robbins about how his networking hardware giant is faring in a time of trade war.,Cisco,CSCO,0.0,0.0,1
2018-11-12,19:04:00,Cramer's lightning round: How investors should approach the 'best-in-show' stock of Nvidia,"Jim Cramer hosts a special Veterans Day edition of the lightning round, taking current and former U.S. Armed Forces members' stock questions.",Nvidia,NVDA,-0.2,0.039285714285714285,1
2018-11-07,19:08:00,Cramer's lightning round: Cisco's stock is a buy 'right here',"Jim Cramer flies through his take on callers' favorite stocks, including a Silicon Valley giant that his charitable trust is eyeing.",Cisco,CSCO,0.042857142857142844,0.3666666666666667,1
2018-11-06,10:25:00,Cramer: Pay attention to recent insider buying at GE and IBM,"Jim Cramer suggests investors take note of recent insider buying at IBM and GE, along with corporate buybacks at Apple and Berkshire Hathaway.",IBM,IBM,0.0,0.0,1
2018-11-02,20:11:00,Cramer's lightning round: It's time to buy the stock of Microsoft,"Jim Cramer says it's time to buy Microsoft on its ""great"" earnings report after tech-sector weakness pulled its shares lower.",Microsoft,MSFT,-0.2,0.8,0
2018-10-29,19:05:00,IBM CEO: Red Hat deal is a 'game-changer' that will grow cash flow and gross margins in first year,Jim Cramer sits down with the CEOs of IBM and Red Hat after a blockbuster deal between the two cloud companies.,IBM,IBM,0.08333333333333333,-0.07777777777777779,1
2018-10-24,19:10:00,Cramer Remix: One line in AMD's earnings report was enough to hurt the stock,Jim Cramer breaks down the rationality behind AMD's post-earnings decline.,AMD,AMD,0.0,-0.2777777777777778,0
2018-10-22,19:14:00,Cramer's charts suggest shares of the downtrodden IBM are 'ready to roar higher',"Jim Cramer and technician Larry Williams inspect the charts of IBM, which seem to show the beleaguered tech stock on the cusp of a rally.",IBM,IBM,0.225,0.0,1
2018-10-18,18:58:00,"Cramer's 5 favorite tech stocks right now, including Apple, Salesforce and Adobe","Jim Cramer reveals his top ""power"" players in the information technology space, including consumer tech plays, software giants and a fintech kicker.",Salesforce,CRM,0.39285714285714285,0.5,1
2018-10-15,19:02:00,Cramer's lightning round: Cisco's stock is a buy ahead of the company's earnings report,"Jim Cramer zips through his take on callers' favorite stocks, including a technology hardware giant in the throes of marketwide weakness.",Cisco,CSCO,-0.2,0.25,1
2018-10-03,18:55:00,"Cramer: Between Western Digital and Micron, Micron's stock is the one worth owning",Jim Cramer breaks down the declines in shares of chipmakers Western Digital and Micron and explains why he thinks Micron is more valuable.,Western Digital,WDC,0.09999999999999999,0.08611111111111111,1
2018-10-02,18:58:00,Cramer: Charts show 'old-school' chip stocks like Intel ready to roar,Jim Cramer and Carolyn Boroden inspect the charts of some key semiconductor stocks and determine that investors may see quicker gains by buying the more established plays.,Intel,INTC,0.2,0.25,2
2018-09-28,19:12:00,"ServiceNow CEO: We want work technology to be just as easy as eBay, PayPal, Uber","Jim Cramer sits down with ServiceNow President and CEO John Donahoe to hear how the leader of the ""cloud king"" is trying to simplify the way we do work.",ServiceNow,NOW,0.43333333333333335,-0.15555555555555559,1
2018-09-27,19:24:00,Cisco CEO says Silicon Valley companies 'have to care' about issues like homelessness,Jim Cramer gets an exclusive read on Cisco Systems' recent projects and deals in an interview with Chairman and CEO Chuck Robbins.,Cisco,CSCO,0.0,0.0,1
2018-09-26,08:35:00,Salesforce CEO on Apple partnership: 'I have Apple in my veins',"Jim Cramer sits down with Salesforce.com chief Marc Benioff, who speaks to his company's newly forged deal with Apple.",Salesforce,CRM,0.0,-0.009595959595959616,1
2018-09-11,19:05:00,Cramer's lightning round: Don't block the 'freight train' that is Skyworks Solutions' stock,"Jim Cramer zips through his take on callers' favorite stocks, including a chipmaker that's having trouble picking up the pieces.",Skyworks Solutions,SWKS,-0.2,0.15,0
2018-09-11,19:00:00,Cramer pinpoints the key to AMD's success: Its massive end market,"Jim Cramer breaks down what's going right at Advanced Micro Devices, a semiconductor company going up against Intel and Nvidia.",AMD,AMD,0.09999999999999999,0.17671957671957672,2
2018-09-04,19:06:00,Cramer apologizes for his Autodesk call: It was 'a huge mistake',Jim Cramer admits he misjudged the stock of Autodesk and issues apologies to the company's management and investors.,Autodesk,ADSK,0.4000000000000001,0.0,1
2018-08-24,17:04:00,"It will take Intel years to fix its chipmaking process and AMD will benefit, analyst says","As Intel struggles to fix its chipmaking process, semiconductor company Advanced Micro Devices will continue gaining market share, Wall Street analyst Hans Mosesmann told CNBC on Friday.","AMD, Intel","AMD, INTC",0.0,0.4,1
2018-08-22,11:07:00,Cramer: Cisco's latest quarter proves shift to software is working,Jim Cramer says that Cisco's fourth quarter is finally bearing the fruit from CEO Chuck Robbins' plan for the company.,Cisco,CSCO,0.4,0.0,1
2018-07-30,19:06:00,Cramer says NXP Semiconductors is a buy despite failed Qualcomm deal,Jim Cramer argues that NXP Semiconductors' prospects are still intact after Qualcomm dropped its bid for the chipmaker.,"NXP Semiconductors, Qualcomm","NXPI, QCOM",-0.5,0.0,0
2018-07-30,18:57:00,"Cramer flags the 'clear winners' of earnings season: AMD, Microsoft, Amazon and Alphabet",Jim Cramer highlights the companies that wowed analysts and investors with their mid-2018 earnings results.,"AMD, Microsoft","AMD, MSFT",0.10000000000000002,0.0,1
2018-07-19,18:11:00,"Microsoft's 17 percent revenue growth is not sustainable, says CFRA Research's Kessler",Kevin Landis of Firsthand Capital Management and Scott Kessler of CFRA research join the 'Closing Bell' crew to discuss Microsoft's Q2 earnings announcement and its Github acquisition. ,Microsoft,MSFT,0.0,0.0,2
2018-07-18,18:55:00,"Big banks like Deutsche choose IBM to run their blockchain for 3 reasons, IBM executive says","Jim Cramer sits down with Martin Schroeter, senior vice president of IBM global markets, who says IBM is a leading choice for blockchain implementation among international companies.",IBM,IBM,0.0,-0.051851851851851864,1
2018-06-21,18:54:00,Okta CEO explains why his cybersecurity company has a leg up on big-name tech giants like Microsoft,"Jim Cramer hears from Okta co-founder, Chairman and CEO Todd McKinnon about his cybersecurity company's prospects.",Microsoft,MSFT,0.0,0.0,1
2018-06-21,18:52:00,"Cramer: CEO change aside, Intel's stock is too cheap at these levels",Jim Cramer backs the stock of Intel despite Thursday's unexpected leadership change at the chipmaker.,Intel,INTC,0.4,0.1,1
2018-06-15,19:01:00,Cramer Remix: The Qualcomm-NXP deal could signal what’s next for trade,Jim Cramer reveals how the moves in NXP Semiconductors and Qualcomm could hint at what’s to come in the U.S.-China trade battle.,Qualcomm,QCOM,0.0,0.0,1
2018-06-12,18:53:00,"Cisco CEO says new Google Cloud partnership 'plays an enormous role' in security, policy",Jim Cramer gets Cisco Systems Chairman and CEO Chuck Robbins' take on his computer hardware company's latest venture with Alphabet's Google.,Cisco,CSCO,0.06818181818181818,0.5,1
2018-06-07,13:51:00,Qualcomm CEO on 'hostile' Broadcom bid: You have to engage with companies 'through the front door',"Jim Cramer gets the latest on Qualcomm's bid for NXP Semiconductors, its dispute with Apple and the failed Broadcom deal from CEO Steven Mollenkopf.",Qualcomm,QCOM,0.0,0.0,0
2018-06-06,02:31:00,Former SoftBank and Google exec Nikesh Arora talks taking over Palo Alto Networks with outgoing CEO,Jim Cramer hears from Palo Alto Networks' incoming CEO Nikesh Arora and outgoing CEO Mark McLaughlin as he prepares to step down.,Palo Alto Networks,PANW,0.0,-0.15555555555555559,1
2018-05-29,19:34:00,Salesforce CEO Marc Benioff: The economy is really ripping,"Jim Cramer sits down with Salesforce founder, Chairman and CEO Marc Benioff to discuss the company's earnings results.",Salesforce,CRM,0.2,-0.15555555555555559,1
2018-05-23,19:57:00,Cramer's charts suggest investors buy Akamai and sell Walmart,Jim Cramer and technician Marc Chaikin find clear buy and sell signals in the charts of Akamai Technologies and Walmart.,Akamai,AKAM,0.0,0.10000000000000002,1
2018-05-11,19:54:00,Cramer: Forget Nvidia's slowing crypto franchise—this best-in-show stock is a buy,Jim Cramer reiterates his bullish call on Nvidia after the chipmaking giant's earnings report.,Nvidia,NVDA,0.0,0.0,2
2018-04-27,18:59:00,Cramer Remix: Microsoft and Intel could rule the world again,Jim Cramer says tech earnings put him into a time machine going back to the 1990s when “Wintel” reigned supreme.,"Intel, Microsoft","INTC, MSFT",0.0,0.0,0
2018-04-19,19:16:00,"Cramer tracks the 'very close' race to $1 trillion between Apple, Amazon, Alphabet and Microsoft",Jim Cramer examines four massive tech giants to see which one is most likely to win the race to a $1 trillion in market cap.,Microsoft,MSFT,0.2,0.325,2
2018-04-18,18:59:00,Cramer Remix: Wall Street’s big problem with IBM’s stock,Jim Cramer clarifies what money managers are expecting from tech giant IBM in order for the stock to be successful.,IBM,IBM,0.0,0.375,1
2018-04-18,19:02:00,Cramer's lightning round: Qualcomm needs to resolve its slew of issues,"Jim Cramer rattles off his take on callers' favorite stocks, including a technology play making headlines.",Qualcomm,QCOM,-0.2,0.5,1
2018-04-09,19:00:00,Cramer's lightning round: AMD's bitcoin-driven decline doesn't make sense,"Jim Cramer zips through his take on callers' favorite stocks, including a semiconductor play tied to cryptocurrencies.",AMD,AMD,-0.2,0.5,0
2018-03-29,19:26:00,Nvidia CEO Jensen Huang: Uber accident made us realize the importance of self-driving tech,"Jim Cramer gets Nvidia founder, President and CEO Jensen Huang's take on the recent fatal accident with an Uber self-driving vehicle.",Nvidia,NVDA,0.0,0.0,1
2018-03-29,19:46:00,"Nvidia CEO Jensen Huang: Cryptocurrency is here to stay, will be an 'important driver' for business","Jim Cramer hears from Nvidia founder, President and CEO Jensen Huang in a wide-ranging interview on cryptocurrency, self-driving cars and Nvidia's graphics business.",Nvidia,NVDA,0.4,0.0,1
2018-03-27,19:32:00,Cramer: Nvidia and Twitter's stocks are the best examples of the unforgiving market,Jim Cramer uses the stocks of Nvidia and Twitter to explain the stock market's treacherous condition.,Nvidia,NVDA,1.0,0.0,1
2018-03-15,19:22:00,Our Samsung acquisition opened up a $55 billion market: HP Inc CEO,Jim Cramer sits down with HP Inc. CEO Dion Weisler to gauge the state of the PC and printing markets.,HP Inc.,HPQ,0.0,-0.15555555555555559,2
2018-03-15,19:21:00,"Intel CEO bucks Broadcom rumors: 'We're heads down' on Altera, Mobileye acquisitions","Jim Cramer sits down with Intel CEO Brian Krzanich to discuss developments at Intel, including a recent security flaw and takeover rumors.",Intel,INTC,-0.15555555555555559,-0.07777777777777779,1
2018-03-14,19:01:00,Cramer Remix: Blast from the past Akamai is in a sweet spot for buying,Jim Cramer circles back to a formerly red-hot tech stock making a big turnaround.,Akamai,AKAM,0.04999999999999999,0.0,0
2018-03-12,19:23:00,Cramer: Micron's strength means Intel is a buy,Jim Cramer tracks intersecting trends in the technology space and makes a recommendation based on the strength of one chipmaker.,Intel,INTC,0.0,0.0,1
2018-03-07,19:03:00,Cramer's lightning round: Microsoft is one of my absolute favorite stocks,"Jim Cramer fires off his take on callers' favorite stocks, including that of a popular technology company.",Microsoft,MSFT,0.16666666666666666,0.55,1
2018-02-28,19:20:00,Companies that don't value trust will 'pay a terrible price': Salesforce CEO Marc Benioff,"Jim Cramer sits down with Salesforce founder, Chairman and CEO Marc Benioff, who shares his perspective on the future of tech.",Salesforce,CRM,-1.0,-0.07777777777777779,1
2018-02-28,19:19:00,Salesforce CEO Marc Benioff: Our $20 billion revenue target just became that much more attainable,"Jim Cramer sits down with Salesforce founder, Chairman and CEO Marc Benioff to discuss the company's earnings results.",Salesforce,CRM,0.5,-0.15555555555555559,1
2018-02-27,19:10:00,"Cramer Remix: Even on down days, HP Inc. and Hewlett Packard Enterprise continue to win",Jim Cramer highlights the growth behind HP Inc. and Hewlett Packard Enterprise.,Hewlett Packard Enterprise,HPE,0.32222222222222224,-0.4,0
2018-02-08,19:23:00,Cramer Remix: Your strategy for the stock of Nvidia in a volatile market,Jim Cramer breaks down his thoughts on Nvidia after earnings.,Nvidia,NVDA,0.0,-0.15555555555555559,0
2018-02-01,18:45:00,"Cramer pinpoints 4 stocks 'on a mission' to higher prices: Boeing, Mastercard, Idexx and Nvidia","Jim Cramer predicts that shares of Boeing, Mastercard, Idexx Laboratories and Nvidia could all hit lofty price targets in the near future.",Nvidia,NVDA,0.25,0.05,1
2018-01-19,19:05:00,Cramer's lightning round: Buy Cisco before its quarterly earnings report,"Jim Cramer shared his take on callers' favorite stocks, including a high-profile tech name about to report earnings.",Cisco,CSCO,-0.2,0.5,1
2018-01-18,19:20:00,"IBM executive says blockchain 'creates a lot of value' for manufacturers, retailers","Jim Cramer spoke with IBM's Martin Schroeter after earnings to hear his take on blockchain, bitcoin and the new tax law.",IBM,IBM,0.0,0.13636363636363635,1
2018-01-16,19:34:00,"Cramer's charts suggest Amazon, Alphabet, Netflix and Nvidia's stocks might be about to pull back",Jim Cramer examined the tech titans' weekly stock charts to determine if it's time for investors to take some profits.,Nvidia,NVDA,0.0,0.0,1
2017-12-15,19:04:00,Cramer's lightning round: Buy Cisco when it goes below $38,"Jim Cramer shared his take on callers' favorite stocks at lightning speed, including one high-profile tech name.",Cisco,CSCO,-0.2,0.5,1
2017-12-06,19:22:00,Cramer investigates Autodesk's weakness to see if the software stock is worth buying,Jim Cramer surveyed Autodesk's recent pullback after earnings to see if it's a buying opportunity or the beginnings of a broken stock.,Autodesk,ADSK,0.3,-0.2,1
2017-11-17,20:36:00,"Applied Materials CEO: 'The future of competition' is changing, and it's fueling our business",Jim Cramer caught up with Applied Materials President and CEO Gary Dickerson about his company's role in A.I. and big data.,Applied Materials,AMAT,0.0,0.0,1
2017-11-16,19:00:00,Cramer Remix: Warren Buffett selling IBM could be a sign it’s on the cusp of a turn,"Jim Cramer said the old-school tech company could be ready to make a comeback, despite the moves of Warren Buffett.",IBM,IBM,0.0,0.2,1
2017-11-16,19:08:00,Cramer: Thank Wal-Mart and Cisco's CEOs for their upside earnings surprises,Jim Cramer gave kudos to the CEOs of Wal-Mart and Cisco for their turnaround stories after better-than-expected earnings reports.,Cisco,CSCO,0.0,0.0,2
2017-11-09,19:21:00,"Cramer lists his top cybersecurity stock picks, including struggling Palo Alto Networks",Jim Cramer went over his top stock picks in the secular growth space of cybersecurity.,Palo Alto Networks,PANW,0.5,0.5,0
2017-11-07,19:58:00,Cramer: How the Salesforce-Google deal will help companies buck Amazon,"Jim Cramer explained why a Salesforce-Google combination would help companies play ""defense and offense"" against e-commerce giant Amazon.",Salesforce,CRM,0.0,0.0,1
2017-11-06,19:14:00,Salesforce CEO Marc Benioff: 'Loyalty is dead.' Here's how we're circumventing it,"Jim Cramer spoke to Salesforce.com chief Marc Benioff about customer loyalty, new technology and competition.",Salesforce,CRM,-0.2,0.13636363636363635,1
2017-11-06,19:14:00,Cramer: There's more value in the Broadcom-Qualcomm deal than analysts realize,Jim Cramer unpacked the hostile bid by Broadcom to acquire Qualcomm in what would be the largest technology deal in history.,Qualcomm,QCOM,0.5,0.0,2
2017-11-06,19:20:00,Salesforce CEO Marc Benioff announces deeper tie-up with Google,Jim Cramer spoke with Salesforce.com CEO Marc Benioff about his company's new collaboration with Alphabet's Google.,Salesforce,CRM,0.0,0.13636363636363635,1
2017-11-03,19:02:00,Cramer Remix: Why you should wait to hear Nvidia’s earnings before pulling the trigger,"Jim Cramer focused on Nvidia ahead of its third-quarter earnings, advising investors to listen to its conference call.",Nvidia,NVDA,0.0,0.0,1
2017-10-27,19:13:00,"Cramer: Why Amazon, Alphabet, Microsoft and Intel are still buys after monster earnings reports","Jim Cramer listed the drivers behind Amazon, Alphabet, Microsoft and Intel's earnings beats and explained why their stocks are worth buying.","Intel, Microsoft","INTC, MSFT",0.0,-0.05000000000000002,1
2017-10-26,19:00:00,Cramer's lightning round: Software play Splunk doesn't live up to Salesforce,"Jim Cramer zipped through his take on callers' favorite stocks, including a smaller Salesforce competitor.",Salesforce,CRM,-0.03181818181818183,0.25,1
2017-10-25,19:01:00,Cramer Remix: Why AMD’s weak guidance could have a ripple effect on the market’s hottest sectors,"Jim Cramer broke down why he thinks AMD’s guidance could impact data centers, gaming and other red hot areas.",AMD,AMD,-0.375,-0.0076388888888888895,0
2017-10-19,19:06:00,Skyworks Solutions CEO: '5G is going to solve' the world's 'digital traffic jam',Jim Cramer sat down with Skyworks Solutions CEO Liam Griffin to discuss how companies like his will tackle booming mobile growth.,Skyworks Solutions,SWKS,0.0,-0.15555555555555559,1
2017-10-18,19:51:00,"IBM will get a strong tailwind from the weak dollar, CFO Martin Schroeter says",Jim Cramer spoke with IBM CFO Martin Schroeter about the technology company's forward drivers.,IBM,IBM,0.029166666666666646,0.0,2
2017-10-13,19:30:00,"Cramer: If you want to own tech and sleep at night, buy Texas Instruments",Jim Cramer presents the stock of Texas Instruments as a steady-eddie name for those seeking tamer investments in tech.,Texas Instruments,TXN,0.6,0.0,1
2017-09-28,19:10:00,"The war for A.I. leadership will be 'the biggest battle of our lifetime,' says Applied Materials CEO",Jim Cramer sits down with Applied Materials chief Gary Dickerson for the latest on the strength in display chips.,Applied Materials,AMAT,0.0,0.17222222222222222,1
2017-09-27,19:13:00,'Don't chase the ambulance:' Palo Alto Networks CEO speaks out on the epic Equifax breach,Jim Cramer sits down with cybersecurity chief Mark McLaughlin to hear his take on recent high-profile hacks.,Palo Alto Networks,PANW,0.1,-0.07777777777777779,0
2017-09-20,19:09:00,Cramer's charts indicate Nvidia's stock could be due for a pullback,Jim Cramer examines the charts of semiconductor maker Nvidia to predict the rallying stock's next moves.,Nvidia,NVDA,-0.125,0.0,1
2017-09-15,10:20:00,Red-hot Nvidia gets its most bullish Wall Street call yet due to A.I.,Evercore ISI is optimistic about Nvidia's market opportunity in artificial intelligence after meeting with the company's management.,Nvidia,NVDA,0.1875,-0.6,2
2017-09-13,19:02:00,Cramer's lightning round: Here's where Qualcomm went wrong,"Jim Cramer shares his take on callers' favorite stocks at lightning speed, including one tech name rivaling Apple.",Qualcomm,QCOM,-0.35,0.5,1
2017-08-31,19:29:00,Cramer unpacks Analog Devices' 'mosaic' of unstoppable growth drivers,"Jim Cramer outlines the bull case for Analog Devices, a semiconductor company involved in industrial, auto, wireless and consumer markets.",Analog Devices,ADI,0.0,0.0,1
2017-11-06,11:13:00,"Salesforce's Marc Benioff details cloud giant's push into A.I., dishes on secret client",Jim Cramer spoke with Salesforce Chairman and CEO Marc Benioff after earnings to hear about the cloud company's progress.,Salesforce,CRM,-0.2,0.0,1
2017-08-18,13:37:00,"Nike, Nvidia and other failing stocks could be signaling market shift everyone trying to forecast",Traders are looking at momentum stocks for signs of changing market sentiment.,Nvidia,NVDA,-0.125,0.0,2
2017-08-11,11:31:00,Market's hottest stock Nvidia plunges after traders didn't get perfect earnings report they expected,Wall Street is surprised over Nvidia's slowing growth in its unit that serves artificial intelligence applications.,Nvidia,NVDA,0.45,-0.25,1
2017-08-09,13:10:00,"Buy Nvidia, the market's hottest stock, before earnings due to gaming strength: Jefferies",Jefferies predicts Nvidia will report strong gaming segment sales due to Nintendo Switch demand.,Nvidia,NVDA,-0.125,0.15416666666666665,1
2017-06-21,19:01:00,"Adobe CEO: Microsoft partnership will automate sales, marketing with AI","Jim Cramer sat down with Adobe Systems CEO Shantanu Narayen to talk innovation, artificial intelligence, job creation and more.",Microsoft,MSFT,0.0,-0.08518518518518518,1
2017-06-20,18:33:00,IBM CEO Ginni Rometty says 80% of the world's data is where the 'real gold' is,Jim Cramer spoke with IBM CEO Ginni Rometty about IBM's latest transformation as a business.,IBM,IBM,0.2,0.5,1
2017-06-20,18:32:00,"IBM 'woke up the A.I. world,' CEO Ginni Rometty says",Jim Cramer sat down with IBM CEO Ginni Rometty to hear more about the company's foray into artificial intelligence.,IBM,IBM,0.0,-0.08518518518518518,1
2017-06-20,19:33:00,IBM CEO Ginni Rometty responds to Warren Buffett selling IBM shares,Jim Cramer sat down with IBM CEO Ginni Rometty to ask her about billionaire shareholder Warren Buffett selling a third of his stake.,IBM,IBM,0.0,-0.07777777777777779,1
2017-06-20,19:33:00,IBM CEO Ginni Rometty shares thoughts on Trump technology meeting,Jim Cramer sat down with IBM CEO Ginni Rometty to get her take on the state of work and Monday's White House technology council meeting.,IBM,IBM,0.0,-0.07777777777777779,1
2017-06-20,12:51:00,"A bear on the market's hottest stock, Nvidia, just threw in the towel because of a surprising reason","Nvidia shares have more than tripled in the last year, the best return of any stock in the S&P 500. ",Nvidia,NVDA,0.7,0.5,2
2017-06-13,18:51:00,Cramer's lightning round: What I'm doing with the stock of NXP Semiconductors,"Jim Cramer flies through his take on caller favorite stocks, including this semiconductor play.",NXP Semiconductors,NXPI,-0.2,0.5,1
